2013,1,204,P,Quinn,Christine,C,M,1,G,,,R0000013,2/24/2006,,Quinn for Council 2005,PCOMC,,,,,New York,NY,10011,75000.00,0.00,0.00,0,,,,N,N
2013,1,204,P,Quinn,Christine,C,M,1,G,,,R0000593,1/3/2007,,Quinn for Council 2005,PCOMC,,,,,New York,NY,10011,34688.00,0.00,0.00,0,,,,N,N
2013,1,260,P,"Thompson, Jr.",William,C,L,3,G,,,R0017333,4/18/2011,,Friends of Bill Thompson,PCOMC,,,,,Brooklyn,NY,11241,71602.97,0.00,0.00,0,,,,N,N
2013,1,BB,P,Weiner,Anthony,D,J,6,G,,,R0008349,7/31/2012,,Anthony Weiner for New York,PCOMC,,,,,Forest Hills,NY,11375,22618.45,0.00,0.00,0,,,,N,N
2013,1,ED,NP,"Carrion, Jr.",Adolfo,,L,6,G,,,R0004420,12/3/2012,,Carrion NYC,PCOMC,,,,,Bronx,NY,10461,299418.05,0.00,0.00,0,,,,N,N
2013,1,ED,NP,"Carrion, Jr.",Adolfo,,L,6,G,,,R0004421,12/3/2012,,Carrion NYC,PCOMC,,,,,Bronx,NY,10461,712126.36,0.00,0.00,0,,,,N,N
2013,3,148,P,Stringer,Scott,M,M,13,G,,,R0021226,9/23/2013,,Stringer 2009,PCOMC,,,,,New York,NY,10013,3500.00,0.00,0.00,0,,,,N,N
2013,3,148,P,Stringer,Scott,M,M,1,G,,,R0008059,1/14/2010,,Stringer 2009,PCOMC,,,,,New York,NY,10013,20000.00,0.00,0.00,0,,,,N,N
2013,3,148,P,Stringer,Scott,M,M,1,G,,,R0008171,12/30/2009,,stringer 2009-seg,PCOMC,,,,,New York,NY,10013,23508.12,0.00,0.00,0,,,,N,N
2013,3,148,P,Stringer,Scott,M,M,7,G,,,R0015723,3/11/2013,,Stringer 2009,PCOMC,,,,,New York,NY,10013,100000.00,0.00,0.00,0,,,,N,N
2013,3,148,P,Stringer,Scott,M,M,8,G,,,R0015962,4/5/2013,,Stringer 2009,PCOMC,,,,,New York,NY,10013,641319.74,0.00,0.00,0,,,,N,N
2013,4,1160,P,Diaz Jr.,Ruben,,L,5,G,,,R0005912,7/2/2012,,Re-elect Diaz 2009,PCOMC,,,,,Bronx,NY,10451,879.68,0.00,0.00,0,,,,N,N
2013,4,1160,P,Diaz Jr.,Ruben,,L,6,G,,,R0006210,8/9/2012,,Re-elect Diaz 2009,PCOMC,,,,,Bronx,NY,10451,0.02,0.00,0.00,0,,,,N,N
2013,4,240,P,"Vallone, Jr.",Peter,F,L,16,G,,,R0009820,9/24/2013,,People for Vallone,PCOMC,,,,,Astoria,NY,11105,10000.00,0.00,0.00,0,,,,N,N
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,G,,,R0001004,3/13/2006,,Vallone 2005,PCOMC,,,,,New York,NY,10038,3636.00,0.00,0.00,0,,,,N,N
2013,4,240,P,"Vallone, Jr.",Peter,F,L,1,G,,,R0001029,11/21/2005,,Vallone 2005,PCOMC,,,,,New York,NY,10038,20000.00,0.00,0.00,0,,,,N,N
2013,4,264,P,Katz,Melinda,,O,11,G,,,R0003508,8/26/2013,,New Yorkers for Katz,PCOMC,,,,,Oakland Gardens,NY,11364,1400.00,0.00,0.00,0,,,,N,N
2013,4,264,P,Katz,Melinda,,O,11,G,,,R0003509,8/26/2013,,New Yorkers for Katz,PCOMC,,,,,Oakland Gardens,NY,11364,500.00,0.00,0.00,0,,,,N,N
2013,4,264,P,Katz,Melinda,,O,6,G,,,R0000925,1/10/2013,,New Yorkers for Katz,PCOMC,,,,,Oakland Gardens,NY,11364,12000.00,0.00,0.00,0,,,,N,N
2013,4,264,P,Katz,Melinda,,O,6,G,,,R0000956,1/11/2013,,New Yorkers for Katz,PCOMC,,,,,Oakland Gardens,NY,11364,6650.00,0.00,0.00,0,,,,N,N
2013,4,399,P,Brewer,Gale,A,M,6,G,,,R0000014,1/3/2013,,Friends of Gale Brewer,PCOMC,,,,,New York,NY,10025,2952.04,0.00,0.00,0,,,,N,N
2013,5,1178,P,Greenfield,David,G,J,3,G,,,R0000615,3/14/2011,,Greenfield 2010,PCOMC,,,,,Brooklyn,NY,11230,2575.00,0.00,0.00,0,,,,N,N
2013,5,1178,P,Greenfield,David,G,J,3,G,,,R0000616,4/1/2011,,Greenfield 2010,PCOMC,,,,,Brooklyn,NY,11230,6000.00,0.00,0.00,0,,,,N,N
2013,5,1178,P,Greenfield,David,G,J,4,G,,,R0000660,9/26/2011,,Greenfield 2010,PCOMC,,,,,Brooklyn,NY,11230,1350.00,0.00,0.00,0,,,,N,N
2013,5,1301,P,Kallos,Benjamin,J,I,5,G,,,R0000105,1/27/2012,,People for Kallos,PCOMC,,,,,New York,NY,10025,4656.33,0.00,0.00,0,,,,N,N
2013,5,1307,P,Scavo,Theresa,R,I,8,G,,,R0000310,5/10/2013,,Friends of Theresa,PCOMC,,,,,Brooklyn,NY,11235,29767.44,0.00,0.00,0,,,,N,N
2013,5,1335,NP,Weprin,Mark,S,L,10,G,,,R0002068,7/23/2013,,Sara M. Gonzalez 2013,PCOMC,,,,,Brooklyn,NY,11209,2750.00,0.00,0.00,0,,,,N,N
2013,5,1335,NP,Weprin,Mark,S,L,15,G,,,R0002205,10/30/2013,,Letitia James 2013,PCOMC,,,,,New York,NY,10007,275.00,0.00,0.00,0,,,,N,N
2013,5,1359,NP,Koo,Peter,A,J,8,G,,,R0001536,4/5/2013,,Peter Koo for City Council,PCOMC,,,,,Flushing,NY,11355,1285.00,0.00,0.00,0,,,,N,N
2013,5,1673,P,"Espinal, Jr.",Rafael,L,H,7,G,,,R0000221,12/11/2012,,Friends of Espinal,PCOMC,,,,,Brooklyn,NY,11208,170.00,0.00,0.00,0,,,,N,N
2013,5,1772,P,Gonzalez,Christina,E,H,14,G,,,R0000178,10/5/2013,,Green Party of New York State,PCOMZ,,,,,,,,400.00,0.00,0.00,0,,,,N,N
2013,5,1784,P,Garland,David,P,H,15,G,,,R0001858,10/31/2013,,New York Republican State Cmt.,PCOMP,,,,,Albany,NY,12210,2750.00,0.00,0.00,0,,,,N,N
2013,5,1849,NP,Concannon,Joseph,R,H,13,G,,,R0000652,8/1/2013,,Friends of Joseph Concannon,PCOMC,,,,,Whitestone,NY,11357,3431.39,0.00,0.00,0,,,,N,N
2013,5,311,P,Levine,Mark,D,J,6,G,,,R0000630,12/24/2012,,Levine for New York,PCOMC,,,,,New York,NY,10040,6425.22,0.00,0.00,0,,,,N,N
2013,5,311,P,Levine,Mark,D,J,7,G,,,R0000673,1/12/2013,,Levine for New York,PCOMC,,,,,New York,NY,10040,520.00,0.00,0.00,0,,,,N,N
2013,5,530,P,Crowley,Elizabeth,S,N,5,G,,,R0000989,7/11/2012,,Elizabeth Crowley for Congress,PCOMC,,,,,Glendale,NY,11385,10450.00,0.00,0.00,0,,,,N,N
2013,5,530,P,Crowley,Elizabeth,S,N,6,G,,,R0001051,7/19/2012,,Elizabeth Crowley for Congress,PCOMC,,,,,Glendale,NY,11385,1500.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001586,3/7/2013,,Cozen O'Connor,PCOMP,,,,,Philadelphia,PA,19103,500.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001604,3/26/2013,,Unif. Sanitation Ass Local 831,PCOMP,,,,,New York,NY,10038,2000.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001679,4/5/2013,,Council of School Supervisors,PCOMP,,,,,Brooklyn,NY,11241,500.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001719,4/23/2013,,Captains Endowment Assoc PAC,PCOMP,,,,,New York,NY,10279,250.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001720,4/23/2013,,Taxpayers for an Aff NY PAC,PCOMP,,,,,New York,NY,10022,2750.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001722,4/16/2013,,RSA -PAC,PCOMP,,,,,New York,NY,10038,750.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001724,4/25/2013,,Garodnick 2013,PCOMC,,,,,New York,NY,10025,500.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001726,4/25/2013,,HF Responsibility Fund,PCOMP,,,,,New York,NY,10016,250.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001728,4/15/2013,,"Wilson,Elser,Moskowitz,Eldman",PCOMP,,,,,Albany,NY,12207,500.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001740,4/25/2013,,United Federation of Teachers,PCOMP,,,,,New York,NY,10004,1250.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001761,4/18/2013,,Uniformed Fire Officrs Ass,PCOMP,,,,,New York,NY,10007,500.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001763,4/18/2013,,RPAC of New York State,PCOMP,,,,,Brooklyn,NY,11210,250.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001765,4/23/2013,,Detectives Endowment Ass. COPE,PCOMP,,,,,New York,NY,10007,250.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001808,4/17/2013,,People for Bing,PCOMC,,,,,New York,NY,10022,250.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001836,4/29/2013,,Correction Officer Benevolent,PCOMP,,,,,New York,NY,10004,1000.00,0.00,0.00,0,,,,N,N
2013,5,711,P,Gonzalez,Sara,M,M,8,G,,,R0001852,3/18/2013,,New York State Laborers,PCOMP,,,,,Albany,NY,12211,1000.00,0.00,0.00,0,,,,N,N
2013,5,721,NP,Garodnick,Daniel,R,J,3,G,,,R0002672,7/11/2011,,Garodnick 2009,PCOMC,,,,,New York,NY,10017,449941.00,0.00,0.00,0,,,,N,N
2013,5,838,P,Arroyo,Maria,,K,5,G,,,R0001327,2/28/2012,,Arroyo 2009,PCOMC,,,,,,,,2705.37,0.00,0.00,0,,,,N,N
ELECTION,OFFICECD,CANDID,CANCLASS,CANDLAST,CANDFIRST,CANDMI,COMMITTEE,FILING,SCHEDULE,PAGENO,SEQUENCENO,REFNO,DATE,REFUNDDATE,Transferor,C_CODE,STRNO,STRNAME,APARTMENT,BOROUGHCD,CITY,STATE,ZIP,AMNT,MATCHAMNT,PREVAMNT,PAY_METHOD,PURPOSECD,EXEMPTCD,ADJTYPECD,RR_IND,SEG_IND
